ID_num,job_title,Short_description,Skills_required,Industry,Pay_grade
830,Remote Employee Engagement Program Lead,Design virtual morale initiatives,Program Management; HR; Communication; Technology; Analytics,Human Resources,Average paying
831,Digital Product Translation Coordinator,Manage localization for online tools,Translation; Project Management; Communication; Technology; Organization,Technology,Average paying
832,Remote Digital Marketing Content Planner,Schedule posts for online campaigns,Content Planning; Marketing; Communication; Technology; Organization,Marketing,Average paying
833,Online Community Safety Specialist,Protect digital groups from abuse,Safety Protocols; Community Management; Communication; Technology; Crisis Response,Technology,Average paying
834,Remote Technical Interview Content Developer,Write questions for coding assessments,Content Creation; Technology; Communication; Assessment; Organization,Technology,Average paying
835,Digital Product User Feedback Moderator,Review and organize online suggestions,Moderation; Feedback Management; Communication; Technology; Reporting,Technology,Average paying
836,Remote Employee Benefits Data Analyst,Study usage of virtual perks,Analytics; HR; Reporting; Communication; Technology,Human Resources,Average paying
837,Online Product Security Compliance Lead,Ensure digital tools meet safety standards,Security Compliance; Technology; Communication; Auditing; Reporting,Technology,High paying
838,Remote Digital Brand Content Editor,Review online marketing materials,Editing; Content Creation; Marketing; Communication; Technology,Marketing,Average paying
839,Digital Customer Support Training Lead,Teach best practices for online help,Training; Customer Service; Communication; Technology; Coaching,Technology,Average paying
840,Remote Learning Platform Support Analyst,Assist users with digital education tools,Support; Education; Technology; Communication; Troubleshooting,Education,Average paying
841,Online Product Analytics Dashboard Designer,Build data visualizations for digital tools,Dashboard Design; Analytics; Technology; Communication; UX,Technology,Average paying
842,Remote Employee Recognition Data Analyst,Track digital reward program results,Analytics; HR; Reporting; Communication; Technology,Human Resources,Average paying
843,Digital Product User Persona Developer,Create profiles for online tool users,Persona Development; Research; Communication; Technology; Creativity,Technology,Average paying
844,Remote Digital Marketing Automation Lead,Oversee online campaign workflows,Automation; Marketing; Technology; Communication; Project Management,Marketing,High paying
845,Online Community Content Scheduler,Plan posts for digital groups,Content Scheduling; Community Management; Communication; Technology; Organization,Technology,Average paying
846,Remote Technical Support Quality Lead,Audit help desk performance,Quality Assurance; Technical Support; Communication; Technology; Reporting,Technology,Average paying
847,Digital Product User Testing Coordinator,Organize online usability studies,User Testing; Project Management; Communication; Technology; Reporting,Technology,Average paying
848,Remote Employee Wellness Survey Designer,Create digital health questionnaires,Survey Design; Wellness; HR; Communication; Technology,Human Resources,Average paying
849,Online Product Feature Documentation Writer,Describe new digital tool functions,Documentation; Writing; Technology; Communication; Organization,Technology,Average paying
850,Remote Digital Brand Campaign Analyst,Study results of online promotions,Analytics; Marketing; Reporting; Communication; Technology,Marketing,Average paying
851,Remote Podcast Editor,Edit and produce audio for remote podcast teams,Audio Editing; Podcast Production; Communication; Technology; Attention to Detail,Media & Publishing,Average paying
852,Online Sustainability Course Instructor,Teach environmental topics via digital platforms,Teaching; Environmental Science; Communication; Technology; Curriculum Design,Education,Average paying
853,Remote Digital Illustration Artist,Create illustrations for online media and brands,Digital Art; Creativity; Communication; Technology; Branding,Media & Publishing,Average paying
854,Virtual Reality Tour Guide,Lead immersive tours in VR environments,VR Technology; Communication; Storytelling; Customer Service; Creativity,Tourism,Average paying
855,Remote SaaS Implementation Specialist,Help clients set up and use SaaS products,Technical Support; SaaS; Communication; Training; Project Management,Technology,Average paying
856,Online Coding Bootcamp Mentor,Guide students through intensive programming courses,Programming; Mentoring; Communication; Technology; Problem Solving,Education,Average paying
857,Remote Digital PR Specialist,Manage public relations for online brands,PR Strategy; Communication; Digital Media; Writing; Analytics,Marketing,Average paying
858,Online Marketplace Fraud Analyst,Detect and prevent fraud on e-commerce platforms,Fraud Detection; Data Analysis; E-commerce; Communication; Investigation,Technology,Average paying
859,Remote Digital Accessibility Advocate,Promote accessible design in virtual spaces,Accessibility; Advocacy; Communication; Technology; UX,Technology,Average paying
860,Online Nutrition Coach,Provide dietary advice via digital platforms,Nutrition; Coaching; Communication; Technology; Motivation,Healthcare,Average paying
861,Remote Digital Advertising Buyer,Purchase and optimize online ad placements,Advertising; Analytics; Negotiation; Communication; Technology,Marketing,Average paying
862,Online Language Assessment Specialist,Develop and score digital language proficiency tests,Assessment; Linguistics; Communication; Technology; Data Analysis,Education,Average paying
863,Remote Digital Fundraising Strategist,Plan and execute online giving campaigns,Fundraising; Digital Strategy; Communication; Analytics; Project Management,Nonprofit,Average paying
864,Online Customer Insights Survey Designer,Create and analyze digital customer surveys,Survey Design; Analytics; Communication; Technology; Reporting,Marketing,Average paying
865,Remote Digital Event Ticketing Manager,Oversee ticket sales for virtual events,Ticketing Systems; Event Management; Communication; Technology; Customer Service,Event Planning,Average paying
866,Online Digital Rights Manager,Protect and manage intellectual property online,IP Law; Digital Media; Communication; Technology; Compliance,Legal Services,Average paying
867,Remote Digital Product Demo Host,Present product features to online audiences,Presentation; Product Knowledge; Communication; Technology; Sales,Sales,Average paying
868,Online Digital Art Instructor,Teach art techniques via digital platforms,Art Instruction; Digital Tools; Communication; Creativity; Technology,Education,Average paying
869,Remote Digital Community Safety Lead,Develop and enforce safety policies for online groups,Community Management; Safety Protocols; Communication; Technology; Policy Writing,Technology,Average paying
870,Online Digital Brand Licensing Coordinator,Manage licensing agreements for online brands,Licensing; Contract Management; Communication; Technology; Negotiation,Marketing,Average paying
871,Remote Digital Customer Onboarding Lead,Guide new users through digital product setup,Onboarding; Customer Service; Communication; Technology; Training,Technology,Average paying
872,Online Digital Product QA Lead,Oversee quality assurance for online tools,QA Testing; Technology; Communication; Leadership; Reporting,Technology,Average paying
873,Remote Digital Content Planner,Strategize and schedule online content releases,Content Strategy; Planning; Communication; Technology; Organization,Media & Publishing,Average paying
874,Online Digital Brand Researcher,Study trends and competitors in online branding,Market Research; Analytics; Communication; Technology; Reporting,Marketing,Average paying
875,Remote Digital Product Launch Analyst,Analyze and report on virtual product launches,Analytics; Product Management; Communication; Technology; Reporting,Technology,Average paying
876,Online Digital Customer Training Lead,Develop and deliver online training for customers,Training; Communication; Technology; Curriculum Design; Customer Service,Technology,Average paying
877,Remote Digital Brand Engagement Analyst,Track and improve online brand engagement,Analytics; Engagement Strategy; Communication; Technology; Reporting,Marketing,Average paying
878,Online Digital Product Security Analyst,Monitor and report on digital product security,Security Analysis; Technology; Communication; Reporting; Risk Assessment,Technology,High paying
879,Remote Digital Product Feedback Lead,Manage user feedback for online products,Feedback Management; Communication; Technology; Analytics; Reporting,Technology,Average paying
880,Online Digital Brand Content Strategist,Plan and oversee online brand content,Content Strategy; Branding; Communication; Technology; Analytics,Marketing,Average paying
881,Remote Digital Product Support Lead,Oversee support operations for digital products,Support Management; Communication; Technology; Leadership; Problem Solving,Technology,Average paying
882,Online Digital Brand Analytics Lead,Lead analytics for online brand performance,Analytics; Branding; Communication; Technology; Reporting,Marketing,High paying
883,Remote Digital Product Marketing Lead,Direct marketing for digital products,Marketing Strategy; Product Marketing; Communication; Technology; Analytics,Marketing,High paying
884,Online Digital Community Growth Lead,Drive growth for online communities,Community Management; Growth Strategy; Communication; Technology; Analytics,Technology,Average paying
885,Remote Digital Product Documentation Analyst,Analyze and improve product documentation,Documentation; Analysis; Communication; Technology; Writing,Technology,Average paying
886,Online Digital Brand Partnership Lead,Build partnerships for online brands,Partnerships; Branding; Communication; Technology; Negotiation,Marketing,Average paying
887,Remote Digital Product Analytics Analyst,Analyze data for digital product teams,Analytics; Data Interpretation; Communication; Technology; Reporting,Technology,Average paying
888,Online Digital Brand Campaign Lead,Lead online brand campaigns,Campaign Management; Branding; Communication; Technology; Analytics,Marketing,Average paying
889,Remote Digital Product Usability Analyst,Test and report on product usability,Usability Testing; UX; Communication; Technology; Reporting,Technology,Average paying
890,Online Digital Brand Content Analyst,Analyze and report on brand content,Content Analysis; Branding; Communication; Technology; Reporting,Marketing,Average paying
891,Remote Digital Product Engagement Lead,Increase user engagement for digital products,Engagement Strategy; Communication; Technology; Analytics; Reporting,Technology,Average paying
892,Online Digital Brand Insights Analyst,Provide insights on online brand performance,Analytics; Branding; Communication; Technology; Reporting,Marketing,Average paying
893,Remote Digital Product Release Analyst,Manage and analyze product releases,Release Management; Analytics; Communication; Technology; Reporting,Technology,Average paying
894,Online Digital Brand Experience Lead,Enhance online brand experiences,Brand Experience; Communication; Technology; UX; Analytics,Marketing,Average paying
895,Remote Digital Product Training Analyst,Develop training for digital product users,Training; Communication; Technology; Curriculum Design; Analytics,Technology,Average paying
896,Online Digital Brand Loyalty Analyst,Analyze and improve brand loyalty,Analytics; Loyalty Programs; Communication; Technology; Reporting,Marketing,Average paying
897,Remote Digital Product Content Analyst,Analyze and optimize product content,Content Analysis; Communication; Technology; Analytics; Reporting,Technology,Average paying
898,Online Digital Brand Retention Analyst,Increase retention for online brands,Retention Strategy; Analytics; Communication; Technology; Reporting,Marketing,Average paying
899,Remote Digital Product Growth Analyst,Drive growth for digital products,Growth Strategy; Analytics; Communication; Technology; Reporting,Technology,Average paying
900,Online Digital Brand Experience Analyst,Analyze and improve brand experiences,Brand Experience; Analytics; Communication; Technology; Reporting,Marketing,Average paying
901,Remote Digital Product Insights Analyst,Provide insights for digital product teams,Analytics; Data Interpretation; Communication; Technology; Reporting,Technology,Average paying
902,Online Digital Brand Engagement Lead,Lead engagement strategies for online brands,Engagement Strategy; Branding; Communication; Technology; Analytics,Marketing,Average paying
903,Remote Digital Product Loyalty Analyst,Increase loyalty for digital products,Loyalty Programs; Analytics; Communication; Technology; Reporting,Technology,Average paying
904,Online Digital Brand Growth Analyst,Analyze and drive brand growth,Growth Strategy; Analytics; Communication; Technology; Reporting,Marketing,Average paying
905,Remote Digital Product Experience Analyst,Enhance user experience for digital products,UX; Analytics; Communication; Technology; Reporting,Technology,Average paying
906,Online Digital Brand Support Analyst,Support online brand operations,Support; Branding; Communication; Technology; Organization,Marketing,Average paying
907,Remote Digital Product Campaign Analyst,Analyze digital product campaigns,Campaign Analysis; Analytics; Communication; Technology; Reporting,Technology,Average paying
908,Online Digital Brand Training Analyst,Develop training for brand teams,Training; Branding; Communication; Technology; Curriculum Design,Marketing,Average paying
909,Remote Digital Product Content Lead,Lead content strategy for digital products,Content Strategy; Communication; Technology; Analytics; Leadership,Technology,Average paying
910,Online Digital Brand Documentation Analyst,Analyze and improve brand documentation,Documentation; Branding; Communication; Technology; Writing,Marketing,Average paying
911,Remote Digital Product Partnership Analyst,Build partnerships for digital products,Partnerships; Analytics; Communication; Technology; Negotiation,Technology,Average paying
912,Online Digital Brand Release Analyst,Manage and analyze brand releases,Release Management; Branding; Communication; Technology; Reporting,Marketing,Average paying
913,Remote Digital Product Experience Lead,Lead user experience for digital products,UX; Leadership; Communication; Technology; Analytics,Technology,High paying
914,Online Digital Brand Insights Lead,Lead insights for online brands,Analytics; Branding; Communication; Technology; Reporting,Marketing,High paying
915,Remote Digital Product Retention Analyst,Increase retention for digital products,Retention Strategy; Analytics; Communication; Technology; Reporting,Technology,Average paying
916,Online Digital Brand Content Lead,Lead content for online brands,Content Strategy; Branding; Communication; Technology; Leadership,Marketing,Average paying
917,Remote Digital Product Documentation Lead,Lead documentation for digital products,Documentation; Leadership; Communication; Technology; Writing,Technology,Average paying
918,Online Digital Brand Partnership Analyst,Analyze partnerships for online brands,Partnerships; Analytics; Communication; Technology; Reporting,Marketing,Average paying
919,Remote Digital Product Campaign Lead,Lead campaigns for digital products,Campaign Management; Analytics; Communication; Technology; Leadership,Technology,Average paying
920,Online Digital Brand Experience Lead,Lead brand experience strategies,Brand Experience; Leadership; Communication; Technology; Analytics,Marketing,High paying
921,Remote Digital Product Growth Lead,Lead growth for digital products,Growth Strategy; Leadership; Communication; Technology; Analytics,Technology,High paying
922,Online Digital Brand Support Lead,Lead support for online brands,Support; Branding; Leadership; Communication; Technology,Marketing,Average paying
923,Remote Digital Product Insights Lead,Lead insights for digital product teams,Analytics; Leadership; Communication; Technology; Reporting,Technology,High paying
924,Online Digital Brand Retention Lead,Lead retention strategies for online brands,Retention Strategy; Leadership; Communication; Technology; Analytics,Marketing,Average paying
925,Remote Digital Product Experience Lead,Lead user experience for digital products,UX; Leadership; Communication; Technology; Analytics,Technology,High paying
926,Online Digital Brand Training Lead,Lead training for brand teams,Training; Branding; Leadership; Communication; Technology,Marketing,Average paying
927,Remote Digital Product Content Analyst,Analyze and optimize product content,Content Analysis; Communication; Technology; Analytics; Reporting,Technology,Average paying
928,Online Digital Brand Documentation Lead,Lead documentation for online brands,Documentation; Branding; Leadership; Communication; Technology,Marketing,Average paying
929,Remote Digital Product Partnership Lead,Lead partnerships for digital products,Partnerships; Leadership; Communication; Technology; Negotiation,Technology,Average paying
930,Online Digital Brand Release Lead,Lead releases for online brands,Release Management; Branding; Leadership; Communication; Technology,Marketing,Average paying
931,Remote Digital Product Engagement Analyst,Analyze engagement for digital products,Engagement Strategy; Analytics; Communication; Technology; Reporting,Technology,Average paying
932,Online Digital Brand Growth Lead,Lead growth for online brands,Growth Strategy; Leadership; Communication; Technology; Analytics,Marketing,High paying
933,Remote Digital Product Support Analyst,Support digital product operations,Support; Analytics; Communication; Technology; Organization,Technology,Average paying
934,Online Digital Brand Insights Analyst,Analyze insights for online brands,Analytics; Branding; Communication; Technology; Reporting,Marketing,Average paying
935,Remote Digital Product Loyalty Lead,Lead loyalty programs for digital products,Loyalty Programs; Leadership; Communication; Technology; Analytics,Technology,Average paying
936,Online Digital Brand Content Analyst,Analyze and report on brand content,Content Analysis; Branding; Communication; Technology; Reporting,Marketing,Average paying
937,Remote Digital Product Documentation Analyst,Analyze and improve product documentation,Documentation; Analysis; Communication; Technology; Writing,Technology,Average paying
938,Online Digital Brand Partnership Lead,Lead partnerships for online brands,Partnerships; Leadership; Communication; Technology; Negotiation,Marketing,Average paying
939,Remote Digital Product Campaign Analyst,Analyze digital product campaigns,Campaign Analysis; Analytics; Communication; Technology; Reporting,Technology,Average paying
940,Online Digital Brand Experience Analyst,Analyze and improve brand experiences,Brand Experience; Analytics; Communication; Technology; Reporting,Marketing,Average paying
941,Remote Digital Product Growth Analyst,Drive growth for digital products,Growth Strategy; Analytics; Communication; Technology; Reporting,Technology,Average paying
942,Online Digital Brand Support Analyst,Support online brand operations,Support; Branding; Communication; Technology; Organization,Marketing,Average paying
943,Remote Digital Product Insights Analyst,Provide insights for digital product teams,Analytics; Data Interpretation; Communication; Technology; Reporting,Technology,Average paying
944,Online Digital Brand Retention Analyst,Increase retention for online brands,Retention Strategy; Analytics; Communication; Technology; Reporting,Marketing,Average paying
945,Remote Digital Product Experience Analyst,Enhance user experience for digital products,UX; Analytics; Communication; Technology; Reporting,Technology,Average paying
946,Online Digital Brand Training Analyst,Develop training for brand teams,Training; Branding; Communication; Technology; Curriculum Design,Marketing,Average paying
947,Remote Digital Product Content Lead,Lead content strategy for digital products,Content Strategy; Communication; Technology; Analytics; Leadership,Technology,Average paying
948,Online Digital Brand Documentation Analyst,Analyze and improve brand documentation,Documentation; Branding; Communication; Technology; Writing,Marketing,Average paying
949,Remote Digital Product Partnership Analyst,Build partnerships for digital products,Partnerships; Analytics; Communication; Technology; Negotiation,Technology,Average paying
950,Online Digital Brand Release Analyst,Manage and analyze brand releases,Release Management; Branding; Communication; Technology; Reporting,Marketing,Average paying
951,Remote Digital Product Experience Lead,Lead user experience for digital products,UX; Leadership; Communication; Technology; Analytics,Technology,High paying
952,Online Digital Brand Insights Lead,Lead insights for online brands,Analytics; Branding; Communication; Technology; Reporting,Marketing,High paying
953,Remote Digital Product Retention Analyst,Increase retention for digital products,Retention Strategy; Analytics; Communication; Technology; Reporting,Technology,Average paying
954,Online Digital Brand Content Lead,Lead content for online brands,Content Strategy; Branding; Communication; Technology; Leadership,Marketing,Average paying
955,Remote Digital Product Documentation Lead,Lead documentation for digital products,Documentation; Leadership; Communication; Technology; Writing,Technology,Average paying
956,Online Digital Brand Partnership Analyst,Analyze partnerships for online brands,Partnerships; Analytics; Communication; Technology; Reporting,Marketing,Average paying
957,Remote Digital Product Campaign Lead,Lead campaigns for digital products,Campaign Management; Analytics; Communication; Technology; Leadership,Technology,Average paying
958,Online Digital Brand Experience Lead,Lead brand experience strategies,Brand Experience; Leadership; Communication; Technology; Analytics,Marketing,High paying
959,Remote Digital Product Growth Lead,Lead growth for digital products,Growth Strategy; Leadership; Communication; Technology; Analytics,Technology,High paying
960,Online Digital Brand Support Lead,Lead support for online brands,Support; Branding; Leadership; Communication; Technology,Marketing,Average paying
961,Remote Digital Product Insights Lead,Lead insights for digital product teams,Analytics; Leadership; Communication; Technology; Reporting,Technology,High paying
962,Online Digital Brand Retention Lead,Lead retention strategies for online brands,Retention Strategy; Leadership; Communication; Technology; Analytics,Marketing,Average paying
963,Remote Digital Product Experience Lead,Lead user experience for digital products,UX; Leadership; Communication; Technology; Analytics,Technology,High paying
964,Online Digital Brand Training Lead,Lead training for brand teams,Training; Branding; Leadership; Communication; Technology,Marketing,Average paying
965,Remote Digital Product Content Analyst,Analyze and optimize product content,Content Analysis; Communication; Technology; Analytics; Reporting,Technology,Average paying
966,Online Digital Brand Documentation Lead,Lead documentation for online brands,Documentation; Branding; Leadership; Communication; Technology,Marketing,Average paying
967,Remote Digital Product Partnership Lead,Lead partnerships for digital products,Partnerships; Leadership; Communication; Technology; Negotiation,Technology,Average paying
968,Online Digital Brand Release Lead,Lead releases for online brands,Release Management; Branding; Leadership; Communication; Technology,Marketing,Average paying
969,Remote Digital Product Engagement Analyst,Analyze engagement for digital products,Engagement Strategy; Analytics; Communication; Technology; Reporting,Technology,Average paying
970,Online Digital Brand Growth Lead,Lead growth for online brands,Growth Strategy; Leadership; Communication; Technology; Analytics,Marketing,High paying
